1.000000000000000000e+00,3.582164365798234940e-02,3.507217019796371460e-02
2.000000000000000000e+00,3.485207241028547009e-02,3.533189371228218079e-02
3.000000000000000000e+00,3.351554926484823227e-02,3.527019917964935303e-02
4.000000000000000000e+00,3.386637475341558456e-02,3.536519408226013184e-02
5.000000000000000000e+00,3.406823538243770877e-02,3.521851450204849243e-02
6.000000000000000000e+00,3.363321321085095683e-02,3.523220866918563843e-02
7.000000000000000000e+00,3.354721609503030777e-02,3.532205522060394287e-02
8.000000000000000000e+00,3.307293057441711148e-02,3.564440831542015076e-02
9.000000000000000000e+00,3.331302162259817262e-02,3.580069169402122498e-02
1.000000000000000000e+01,3.368395548313855847e-02,3.572577238082885742e-02
1.100000000000000000e+01,3.377610519528388699e-02,3.530349209904670715e-02
1.200000000000000000e+01,3.278624294325709065e-02,3.556497022509574890e-02
1.300000000000000000e+01,3.292141696438193044e-02,3.567588329315185547e-02
1.400000000000000000e+01,3.303739335387945175e-02,3.527029231190681458e-02
1.500000000000000000e+01,3.343936828896403035e-02,3.530948236584663391e-02
1.600000000000000000e+01,3.384759509935975075e-02,3.567636758089065552e-02
1.700000000000000000e+01,3.388551790267228803e-02,3.541966155171394348e-02
1.800000000000000000e+01,3.415018385276198665e-02,3.536573797464370728e-02
1.900000000000000000e+01,3.370043970644474168e-02,3.524300083518028259e-02
2.000000000000000000e+01,3.402108382433653017e-02,3.525459766387939453e-02
2.100000000000000000e+01,3.404535595327615877e-02,3.511880338191986084e-02
2.200000000000000000e+01,3.339379262179135999e-02,3.522540256381034851e-02
2.300000000000000000e+01,3.366756541654467721e-02,3.561433404684066772e-02
2.400000000000000000e+01,3.425125088542699953e-02,3.539863973855972290e-02
2.500000000000000000e+01,3.290382046252489368e-02,3.524448722600936890e-02
2.600000000000000000e+01,3.377546267583966116e-02,3.498963266611099243e-02
2.700000000000000000e+01,3.303535589948296269e-02,3.495773673057556152e-02
2.800000000000000000e+01,3.287651417776941976e-02,3.519848734140396118e-02
2.900000000000000000e+01,3.385349372401833673e-02,3.502419590950012207e-02
3.000000000000000000e+01,3.462967714294791499e-02,3.497284278273582458e-02
3.100000000000000000e+01,3.411995768547058244e-02,3.508720919489860535e-02
3.200000000000000000e+01,3.372123725712299069e-02,3.505826741456985474e-02
3.300000000000000000e+01,3.352794703096151352e-02,3.501086309552192688e-02
3.400000000000000000e+01,3.296082485467195788e-02,3.504253551363945007e-02
3.500000000000000000e+01,3.416706398129463335e-02,3.504635021090507507e-02
3.600000000000000000e+01,3.352469494566321512e-02,3.497235476970672607e-02
3.700000000000000000e+01,3.309299740940332274e-02,3.498487174510955811e-02
3.800000000000000000e+01,3.425542581826448302e-02,3.496368974447250366e-02
3.900000000000000000e+01,3.359738755971193591e-02,3.508273512125015259e-02
4.000000000000000000e+01,3.378050010651349744e-02,3.501091897487640381e-02
4.100000000000000000e+01,3.419592864811420163e-02,3.500935062766075134e-02
4.200000000000000000e+01,3.375545842573046684e-02,3.521886467933654785e-02
4.300000000000000000e+01,3.370512789115309715e-02,3.518141806125640869e-02
4.400000000000000000e+01,3.269236264750361581e-02,3.502767905592918396e-02
4.500000000000000000e+01,3.357261111959815303e-02,3.504924848675727844e-02
4.600000000000000000e+01,3.306509545072913031e-02,3.489935398101806641e-02
4.700000000000000000e+01,3.301860317587852756e-02,3.497342020273208618e-02
4.800000000000000000e+01,3.345001004636287412e-02,3.504603728652000427e-02
4.900000000000000000e+01,3.297310676425695142e-02,3.504008799791336060e-02
5.000000000000000000e+01,3.365500150248408595e-02,3.490399196743965149e-02
