1.000000000000000000e+00,4.730977804252976121e-02,4.959515109658241272e-02
2.000000000000000000e+00,4.723712703899333315e-02,5.156795680522918701e-02
3.000000000000000000e+00,4.712492305981485358e-02,1.184923499822616577e-01
4.000000000000000000e+00,4.694383101243721629e-02,1.242756992578506470e-01
5.000000000000000000e+00,4.685587298713232013e-02,1.222838535904884338e-01
6.000000000000000000e+00,4.675239501030821476e-02,1.229602918028831482e-01
7.000000000000000000e+00,4.676917803130651446e-02,1.229879111051559448e-01
8.000000000000000000e+00,4.679100372289356213e-02,1.229890733957290649e-01
9.000000000000000000e+00,4.674851855165079728e-02,1.230171546339988708e-01
1.000000000000000000e+01,4.669313838607386247e-02,1.230148971080780029e-01
1.100000000000000000e+01,4.672022928532801322e-02,1.230126991868019104e-01
1.200000000000000000e+01,4.679243639111518860e-02,1.230147331953048706e-01
1.300000000000000000e+01,4.680011539082778310e-02,1.229889541864395142e-01
1.400000000000000000e+01,4.677210218812290210e-02,1.230013296008110046e-01
1.500000000000000000e+01,4.677096813132888137e-02,1.230172738432884216e-01
1.600000000000000000e+01,4.671243754656691227e-02,1.230074316263198853e-01
1.700000000000000000e+01,4.679179152375773088e-02,1.230115592479705811e-01
1.800000000000000000e+01,4.679495900085097609e-02,1.229802742600440979e-01
1.900000000000000000e+01,4.671699592941686019e-02,1.230153962969779968e-01
2.000000000000000000e+01,4.671513465674299870e-02,1.230240985751152039e-01
2.100000000000000000e+01,4.669778911690963125e-02,1.230207383632659912e-01
2.200000000000000000e+01,4.674112973244566593e-02,1.230233833193778992e-01
2.300000000000000000e+01,4.671114389049379340e-02,1.230288445949554443e-01
2.400000000000000000e+01,4.677112890701545095e-02,1.230258792638778687e-01
2.500000000000000000e+01,4.676461415855508175e-02,1.230139136314392090e-01
2.600000000000000000e+01,4.676863943275652580e-02,1.230139136314392090e-01
2.700000000000000000e+01,4.678556009342795668e-02,1.230139136314392090e-01
2.800000000000000000e+01,4.671351748861764935e-02,1.230139136314392090e-01
2.900000000000000000e+01,4.665750069053549443e-02,1.230139136314392090e-01
3.000000000000000000e+01,4.672796455653090153e-02,1.230139136314392090e-01
3.100000000000000000e+01,4.672617700539136859e-02,1.230139136314392090e-01
3.200000000000000000e+01,4.677386327009452199e-02,1.230139136314392090e-01
3.300000000000000000e+01,4.665806418971011477e-02,1.230139136314392090e-01
3.400000000000000000e+01,4.668794454712616587e-02,1.230139210820198059e-01
3.500000000000000000e+01,4.671767687326983109e-02,1.230139136314392090e-01
3.600000000000000000e+01,4.667109721585323973e-02,1.230139210820198059e-01
3.700000000000000000e+01,4.676536509865208968e-02,1.230139136314392090e-01
3.800000000000000000e+01,4.669270429172014264e-02,1.230139136314392090e-01
3.900000000000000000e+01,4.677060207254007951e-02,1.230139136314392090e-01
4.000000000000000000e+01,4.670508950948715210e-02,1.230139136314392090e-01
4.100000000000000000e+01,4.671829840854594545e-02,1.230139136314392090e-01
4.200000000000000000e+01,4.669113810125150033e-02,1.230139136314392090e-01
4.300000000000000000e+01,4.672350969753766986e-02,1.230139136314392090e-01
4.400000000000000000e+01,4.663001491050971364e-02,1.230139136314392090e-01
4.500000000000000000e+01,4.676581252562372198e-02,1.230139136314392090e-01
4.600000000000000000e+01,4.678477150829214726e-02,1.230139136314392090e-01
4.700000000000000000e+01,4.667062978995473871e-02,1.230139136314392090e-01
4.800000000000000000e+01,4.668458766843143481e-02,1.230139136314392090e-01
4.900000000000000000e+01,4.671812430024147034e-02,1.230139210820198059e-01
5.000000000000000000e+01,4.672540959558988544e-02,1.230139136314392090e-01
